/usr/bin/java -Xmx64G -XX:MaxDirectMemorySize=64G -classpath /root/YCSB/conf:/root/YCSB/core/target/core-0.18.0-SNAPSHOT.jar:/root/YCSB/rocksdb/target/rocksdb-binding-0.18.0-SNAPSHOT.jar:/root/YCSB/rocksdb/target/dependency/HdrHistogram-2.1.4.jar:/root/YCSB/rocksdb/target/dependency/animal-sniffer-annotations-1.19.jar:/root/YCSB/rocksdb/target/dependency/annotations-4.1.1.4.jar:/root/YCSB/rocksdb/target/dependency/checker-compat-qual-2.5.5.jar:/root/YCSB/rocksdb/target/dependency/error_prone_annotations-2.4.0.jar:/root/YCSB/rocksdb/target/dependency/failureaccess-1.0.1.jar:/root/YCSB/rocksdb/target/dependency/grpc-api-1.37.1.jar:/root/YCSB/rocksdb/target/dependency/grpc-context-1.37.1.jar:/root/YCSB/rocksdb/target/dependency/grpc-core-1.37.1.jar:/root/YCSB/rocksdb/target/dependency/grpc-netty-shaded-1.37.1.jar:/root/YCSB/rocksdb/target/dependency/grpc-protobuf-1.37.1.jar:/root/YCSB/rocksdb/target/dependency/grpc-protobuf-lite-1.37.1.jar:/root/YCSB/rocksdb/target/dependency/grpc-stub-1.37.1.jar:/root/YCSB/rocksdb/target/dependency/gson-2.8.6.jar:/root/YCSB/rocksdb/target/dependency/guava-30.0-android.jar:/root/YCSB/rocksdb/target/dependency/htrace-core4-4.1.0-incubating.jar:/root/YCSB/rocksdb/target/dependency/j2objc-annotations-1.3.jar:/root/YCSB/rocksdb/target/dependency/jcip-annotations-1.0.jar:/root/YCSB/rocksdb/target/dependency/jsr305-3.0.2.jar:/root/YCSB/rocksdb/target/dependency/listenablefuture-9999.0-empty-to-avoid-conflict-with-guava.jar:/root/YCSB/rocksdb/target/dependency/perfmark-api-0.23.0.jar:/root/YCSB/rocksdb/target/dependency/proto-google-common-protos-2.0.1.jar:/root/YCSB/rocksdb/target/dependency/protobuf-java-3.12.0.jar:/root/YCSB/rocksdb/target/dependency/rocksdbjni-6.14.0.jar:/root/YCSB/rocksdb/target/dependency/slf4j-api-1.7.25.jar:/root/YCSB/rocksdb/target/dependency/slf4j-simple-1.7.25.jar site.ycsb.Client -load -db site.ycsb.db.rocksdb.RocksDBClient -s -P workloads/workloadc -p rocksdb.dir=null -p replicator=localhost:50040 -p shard=4 -p status.interval=1000 -p target=120000 -threads 4
Command line: -load -db site.ycsb.db.rocksdb.RocksDBClient -s -P workloads/workloadc -p rocksdb.dir=null -p replicator=localhost:50040 -p shard=4 -p status.interval=1000 -p target=120000 -threads 4
threadcount: 4
YCSB Client 0.18.0-SNAPSHOT

Loading workload...
Starting test.
[Thread-2] INFO site.ycsb.db.rocksdb.RocksDBClient - RocksDB data dir: null
2023-01-04 14:49:59:114 0 sec: 0 operations; est completion in 0 second 
DBWrapper: report latency for each error is false and specific error codes to track for latency are: []
2023-01-04 14:50:00:081 1 sec: 0 operations; est completion in 106751991167300 days 15 hours [INSERT: Count=0, Max=0, Min=9223372036854775807, Avg=NaN, 90=0, 99=0, 99.9=0, 99.99=0] 
2023-01-04 14:50:01:079 2 sec: 59000 operations; 59118.24 current ops/sec; est completion in 22 minutes [INSERT: Count=59000, Max=986623, Min=585216, Avg=865562.03, 90=932351, 99=986623, 99.9=986623, 99.99=986623] 
2023-01-04 14:50:02:079 3 sec: 248000 operations; 189000 current ops/sec; est completion in 8 minutes [INSERT: Count=189000, Max=1081343, Min=87680, Avg=529906.12, 90=870911, 99=1060863, 99.9=1081343, 99.99=1081343] 
2023-01-04 14:50:03:079 4 sec: 394000 operations; 146000 current ops/sec; est completion in 6 minutes [INSERT: Count=146000, Max=1110015, Min=58208, Avg=187800.88, 90=391679, 99=996863, 99.9=1110015, 99.99=1110015] 
2023-01-04 14:50:04:080 5 sec: 498000 operations; 104000 current ops/sec; est completion in 6 minutes [INSERT: Count=104000, Max=354047, Min=62560, Avg=101437.54, 90=207743, 99=342783, 99.9=354047, 99.99=354047] 
2023-01-04 14:50:05:079 6 sec: 625000 operations; 127000 current ops/sec; est completion in 6 minutes [INSERT: Count=127000, Max=496127, Min=57952, Avg=127987.53, 90=255487, 99=379647, 99.9=496127, 99.99=496127] 
2023-01-04 14:50:06:079 7 sec: 743000 operations; 118000 current ops/sec; est completion in 6 minutes [INSERT: Count=118000, Max=507391, Min=60896, Avg=132663.46, 90=320511, 99=432127, 99.9=507391, 99.99=507391] 
2023-01-04 14:50:07:080 8 sec: 868000 operations; 125000 current ops/sec; est completion in 6 minutes [INSERT: Count=126000, Max=495871, Min=57600, Avg=131828.95, 90=276223, 99=477695, 99.9=495871, 99.99=495871] 
2023-01-04 14:50:08:079 9 sec: 991000 operations; 123000 current ops/sec; est completion in 5 minutes [INSERT: Count=122000, Max=341759, Min=57536, Avg=105998.56, 90=208255, 99=334079, 99.9=341759, 99.99=341759] 
2023-01-04 14:50:09:079 10 sec: 1108000 operations; 117000 current ops/sec; est completion in 5 minutes [INSERT: Count=117000, Max=372735, Min=61760, Avg=106848.41, 90=209407, 99=361215, 99.9=372735, 99.99=372735] 
2023-01-04 14:50:10:080 11 sec: 1231000 operations; 123000 current ops/sec; est completion in 5 minutes [INSERT: Count=123000, Max=368383, Min=63776, Avg=132569.63, 90=248959, 99=358911, 99.9=368383, 99.99=368383] 
2023-01-04 14:50:11:080 12 sec: 1348000 operations; 117000 current ops/sec; est completion in 5 minutes [INSERT: Count=117000, Max=409343, Min=69248, Avg=142340.1, 90=241151, 99=407551, 99.9=409343, 99.99=409343] 
2023-01-04 14:50:12:079 13 sec: 1468000 operations; 120000 current ops/sec; est completion in 5 minutes [INSERT: Count=120000, Max=539647, Min=64288, Avg=159042.8, 90=300031, 99=381183, 99.9=539647, 99.99=539647] 
2023-01-04 14:50:13:079 14 sec: 1585000 operations; 117000 current ops/sec; est completion in 5 minutes [INSERT: Count=117231, Max=513535, Min=60736, Avg=143562.33, 90=285439, 99=423679, 99.9=513535, 99.99=513535] 
