/usr/bin/java -Xmx64G -XX:MaxDirectMemorySize=64G -classpath /root/YCSB/conf:/root/YCSB/core/target/core-0.18.0-SNAPSHOT.jar:/root/YCSB/rocksdb/target/rocksdb-binding-0.18.0-SNAPSHOT.jar:/root/YCSB/rocksdb/target/dependency/HdrHistogram-2.1.4.jar:/root/YCSB/rocksdb/target/dependency/animal-sniffer-annotations-1.19.jar:/root/YCSB/rocksdb/target/dependency/annotations-4.1.1.4.jar:/root/YCSB/rocksdb/target/dependency/checker-compat-qual-2.5.5.jar:/root/YCSB/rocksdb/target/dependency/error_prone_annotations-2.4.0.jar:/root/YCSB/rocksdb/target/dependency/failureaccess-1.0.1.jar:/root/YCSB/rocksdb/target/dependency/grpc-api-1.37.1.jar:/root/YCSB/rocksdb/target/dependency/grpc-context-1.37.1.jar:/root/YCSB/rocksdb/target/dependency/grpc-core-1.37.1.jar:/root/YCSB/rocksdb/target/dependency/grpc-netty-shaded-1.37.1.jar:/root/YCSB/rocksdb/target/dependency/grpc-protobuf-1.37.1.jar:/root/YCSB/rocksdb/target/dependency/grpc-protobuf-lite-1.37.1.jar:/root/YCSB/rocksdb/target/dependency/grpc-stub-1.37.1.jar:/root/YCSB/rocksdb/target/dependency/gson-2.8.6.jar:/root/YCSB/rocksdb/target/dependency/guava-30.0-android.jar:/root/YCSB/rocksdb/target/dependency/htrace-core4-4.1.0-incubating.jar:/root/YCSB/rocksdb/target/dependency/j2objc-annotations-1.3.jar:/root/YCSB/rocksdb/target/dependency/jcip-annotations-1.0.jar:/root/YCSB/rocksdb/target/dependency/jsr305-3.0.2.jar:/root/YCSB/rocksdb/target/dependency/listenablefuture-9999.0-empty-to-avoid-conflict-with-guava.jar:/root/YCSB/rocksdb/target/dependency/perfmark-api-0.23.0.jar:/root/YCSB/rocksdb/target/dependency/proto-google-common-protos-2.0.1.jar:/root/YCSB/rocksdb/target/dependency/protobuf-java-3.12.0.jar:/root/YCSB/rocksdb/target/dependency/rocksdbjni-6.14.0.jar:/root/YCSB/rocksdb/target/dependency/slf4j-api-1.7.25.jar:/root/YCSB/rocksdb/target/dependency/slf4j-simple-1.7.25.jar site.ycsb.Client -load -db site.ycsb.db.rocksdb.RocksDBClient -s -P workloads/workloadd -p rocksdb.dir=null -p replicator=localhost:50040 -p shard=8 -p status.interval=1000 -p target=90000 -threads 4
Command line: -load -db site.ycsb.db.rocksdb.RocksDBClient -s -P workloads/workloadd -p rocksdb.dir=null -p replicator=localhost:50040 -p shard=8 -p status.interval=1000 -p target=90000 -threads 4
threadcount: 4
YCSB Client 0.18.0-SNAPSHOT

Loading workload...
Starting test.
[Thread-3] INFO site.ycsb.db.rocksdb.RocksDBClient - RocksDB data dir: null
2022-11-27 14:56:15:190 0 sec: 0 operations; est completion in 0 second 
DBWrapper: report latency for each error is false and specific error codes to track for latency are: []
2022-11-27 14:56:16:162 1 sec: 0 operations; est completion in 106751991167300 days 15 hours [INSERT: Count=0, Max=0, Min=9223372036854775807, Avg=NaN, 90=0, 99=0, 99.9=0, 99.99=0] 
2022-11-27 14:56:57:161 42 sec: 3717000 operations; 103000 current ops/sec; est completion in 14 minutes [INSERT: Count=103000, Max=688127, Min=53248, Avg=224225.71, 90=486399, 99=674815, 99.9=688127, 99.99=688127] 
2022-11-27 14:56:58:161 43 sec: 3806000 operations; 89000 current ops/sec; est completion in 14 minutes [INSERT: Count=89000, Max=880639, Min=53568, Avg=188222.56, 90=482303, 99=880639, 99.9=880639, 99.99=880639] 
2022-11-27 14:56:59:161 44 sec: 3896000 operations; 90000 current ops/sec; est completion in 14 minutes [INSERT: Count=90000, Max=811519, Min=54240, Avg=187956.62, 90=457471, 99=811519, 99.9=811519, 99.99=811519] 
2022-11-27 14:57:00:161 45 sec: 3993000 operations; 97000 current ops/sec; est completion in 14 minutes [INSERT: Count=97000, Max=1326079, Min=53120, Avg=160275.13, 90=409599, 99=1326079, 99.9=1326079, 99.99=1326079] 
2022-11-27 14:57:01:161 46 sec: 4039000 operations; 46000 current ops/sec; est completion in 14 minutes [INSERT: Count=46000, Max=515839, Min=57856, Avg=143133.91, 90=367103, 99=515839, 99.9=515839, 99.99=515839] 
2022-11-27 14:57:02:161 47 sec: 4169000 operations; 130000 current ops/sec; est completion in 14 minutes [INSERT: Count=130000, Max=967167, Min=55392, Avg=312937.85, 90=758783, 99=932351, 99.9=967167, 99.99=967167] 
2022-11-27 14:57:03:161 48 sec: 4264000 operations; 95000 current ops/sec; est completion in 14 minutes [INSERT: Count=95000, Max=476415, Min=56480, Avg=119078.91, 90=261375, 99=476415, 99.9=476415, 99.99=476415] 
2022-11-27 14:57:04:161 49 sec: 4351000 operations; 87000 current ops/sec; est completion in 14 minutes [INSERT: Count=87000, Max=847871, Min=55264, Avg=176245.33, 90=410367, 99=847871, 99.9=847871, 99.99=847871] 
2022-11-27 14:57:05:161 50 sec: 4434000 operations; 83000 current ops/sec; est completion in 14 minutes [INSERT: Count=83000, Max=906239, Min=55104, Avg=151016.67, 90=440319, 99=906239, 99.9=906239, 99.99=906239] 
2022-11-27 14:57:06:161 51 sec: 4497000 operations; 63000 current ops/sec; est completion in 14 minutes [INSERT: Count=63000, Max=756223, Min=55104, Avg=251810.29, 90=542207, 99=756223, 99.9=756223, 99.99=756223] 
2022-11-27 14:57:07:161 52 sec: 4604000 operations; 107000 current ops/sec; est completion in 14 minutes [INSERT: Count=107000, Max=1012735, Min=52608, Avg=314010.32, 90=740863, 99=948223, 99.9=1012735, 99.99=1012735] 
2022-11-27 14:57:08:161 53 sec: 4702000 operations; 98000 current ops/sec; est completion in 14 minutes [INSERT: Count=98000, Max=1348607, Min=56096, Avg=315897.8, 90=920063, 99=1348607, 99.9=1348607, 99.99=1348607] 
2022-11-27 14:57:09:161 54 sec: 4802000 operations; 100000 current ops/sec; est completion in 14 minutes [INSERT: Count=100000, Max=758271, Min=54752, Avg=147830.24, 90=408575, 99=473855, 99.9=758271, 99.99=758271] 
