/usr/bin/java -Xmx64G -XX:MaxDirectMemorySize=64G -classpath /root/YCSB/conf:/root/YCSB/core/target/core-0.18.0-SNAPSHOT.jar:/root/YCSB/rocksdb/target/rocksdb-binding-0.18.0-SNAPSHOT.jar:/root/YCSB/rocksdb/target/dependency/HdrHistogram-2.1.4.jar:/root/YCSB/rocksdb/target/dependency/animal-sniffer-annotations-1.19.jar:/root/YCSB/rocksdb/target/dependency/annotations-4.1.1.4.jar:/root/YCSB/rocksdb/target/dependency/checker-compat-qual-2.5.5.jar:/root/YCSB/rocksdb/target/dependency/error_prone_annotations-2.4.0.jar:/root/YCSB/rocksdb/target/dependency/failureaccess-1.0.1.jar:/root/YCSB/rocksdb/target/dependency/grpc-api-1.37.1.jar:/root/YCSB/rocksdb/target/dependency/grpc-context-1.37.1.jar:/root/YCSB/rocksdb/target/dependency/grpc-core-1.37.1.jar:/root/YCSB/rocksdb/target/dependency/grpc-netty-shaded-1.37.1.jar:/root/YCSB/rocksdb/target/dependency/grpc-protobuf-1.37.1.jar:/root/YCSB/rocksdb/target/dependency/grpc-protobuf-lite-1.37.1.jar:/root/YCSB/rocksdb/target/dependency/grpc-stub-1.37.1.jar:/root/YCSB/rocksdb/target/dependency/gson-2.8.6.jar:/root/YCSB/rocksdb/target/dependency/guava-30.0-android.jar:/root/YCSB/rocksdb/target/dependency/htrace-core4-4.1.0-incubating.jar:/root/YCSB/rocksdb/target/dependency/j2objc-annotations-1.3.jar:/root/YCSB/rocksdb/target/dependency/jcip-annotations-1.0.jar:/root/YCSB/rocksdb/target/dependency/jsr305-3.0.2.jar:/root/YCSB/rocksdb/target/dependency/listenablefuture-9999.0-empty-to-avoid-conflict-with-guava.jar:/root/YCSB/rocksdb/target/dependency/perfmark-api-0.23.0.jar:/root/YCSB/rocksdb/target/dependency/proto-google-common-protos-2.0.1.jar:/root/YCSB/rocksdb/target/dependency/protobuf-java-3.12.0.jar:/root/YCSB/rocksdb/target/dependency/rocksdbjni-6.14.0.jar:/root/YCSB/rocksdb/target/dependency/slf4j-api-1.7.25.jar:/root/YCSB/rocksdb/target/dependency/slf4j-simple-1.7.25.jar site.ycsb.Client -load -db site.ycsb.db.rocksdb.RocksDBClient -s -P workloads/workloadd -p rocksdb.dir=null -p replicator=localhost:50040 -p shard=3 -p status.interval=1000 -p target=90000 -threads 4
Command line: -load -db site.ycsb.db.rocksdb.RocksDBClient -s -P workloads/workloadd -p rocksdb.dir=null -p replicator=localhost:50040 -p shard=3 -p status.interval=1000 -p target=90000 -threads 4
threadcount: 4
YCSB Client 0.18.0-SNAPSHOT

Loading workload...
Starting test.
[Thread-3] INFO site.ycsb.db.rocksdb.RocksDBClient - RocksDB data dir: null
2022-12-09 14:13:13:209 0 sec: 0 operations; est completion in 0 second 
DBWrapper: report latency for each error is false and specific error codes to track for latency are: []
2022-12-09 14:13:14:178 1 sec: 0 operations; est completion in 106751991167300 days 15 hours [INSERT: Count=0, Max=0, Min=9223372036854775807, Avg=NaN, 90=0, 99=0, 99.9=0, 99.99=0] 
2022-12-09 14:13:15:177 2 sec: 132000 operations; 132000 current ops/sec; est completion in 7 minutes [INSERT: Count=133000, Max=761855, Min=84032, Avg=417827.61, 90=683519, 99=753663, 99.9=761855, 99.99=761855] 
2022-12-09 14:13:16:177 3 sec: 224000 operations; 92000 current ops/sec; est completion in 6 minutes [INSERT: Count=91000, Max=354047, Min=49024, Avg=136953.14, 90=228735, 99=354047, 99.9=354047, 99.99=354047] 
2022-12-09 14:13:17:177 4 sec: 324000 operations; 100000 current ops/sec; est completion in 6 minutes [INSERT: Count=100000, Max=354559, Min=47328, Avg=116169.6, 90=211839, 99=335103, 99.9=354559, 99.99=354559] 
2022-12-09 14:13:18:177 5 sec: 408000 operations; 84000 current ops/sec; est completion in 6 minutes [INSERT: Count=84000, Max=420351, Min=48512, Avg=163635.62, 90=314879, 99=420351, 99.9=420351, 99.99=420351] 
2022-12-09 14:13:19:177 6 sec: 499000 operations; 91000 current ops/sec; est completion in 5 minutes [INSERT: Count=91000, Max=354559, Min=46784, Avg=121936.88, 90=215807, 99=354559, 99.9=354559, 99.99=354559] 
2022-12-09 14:13:20:177 7 sec: 581000 operations; 82000 current ops/sec; est completion in 5 minutes [INSERT: Count=82000, Max=377087, Min=45824, Avg=147395.12, 90=265215, 99=377087, 99.9=377087, 99.99=377087] 
2022-12-09 14:13:21:177 8 sec: 684000 operations; 103000 current ops/sec; est completion in 5 minutes [INSERT: Count=103000, Max=321791, Min=43296, Avg=93759.22, 90=198271, 99=317439, 99.9=321791, 99.99=321791] 
2022-12-09 14:13:22:177 9 sec: 768000 operations; 84000 current ops/sec; est completion in 5 minutes [INSERT: Count=84000, Max=349439, Min=40640, Avg=109240.95, 90=193663, 99=349439, 99.9=349439, 99.99=349439] 
2022-12-09 14:13:23:177 10 sec: 857000 operations; 89000 current ops/sec; est completion in 5 minutes [INSERT: Count=89000, Max=355583, Min=46528, Avg=118796.4, 90=229759, 99=355583, 99.9=355583, 99.99=355583] 
2022-12-09 14:13:24:177 11 sec: 938000 operations; 81000 current ops/sec; est completion in 5 minutes [INSERT: Count=81000, Max=435455, Min=46624, Avg=130109.43, 90=226175, 99=435455, 99.9=435455, 99.99=435455] 
2022-12-09 14:13:25:177 12 sec: 1036000 operations; 98000 current ops/sec; est completion in 5 minutes [INSERT: Count=98000, Max=352511, Min=42592, Avg=108381.06, 90=212607, 99=352511, 99.9=352511, 99.99=352511] 
2022-12-09 14:13:26:177 13 sec: 1129000 operations; 93000 current ops/sec; est completion in 5 minutes [INSERT: Count=93000, Max=344063, Min=42816, Avg=106313.81, 90=209919, 99=344063, 99.9=344063, 99.99=344063] 
2022-12-09 14:13:27:177 14 sec: 1222000 operations; 93000 current ops/sec; est completion in 5 minutes [INSERT: Count=93000, Max=350975, Min=40928, Avg=101751.74, 90=191103, 99=350975, 99.9=350975, 99.99=350975] 
